artTitle,artDate,artTime,artUrl,artPoster,artCat,commentNum,push,boo,sentence
[問卦]如果113114合併會怎樣,2018/10/08,01:51:53,https://www.ptt.cc/bbs/Gossiping/M.1538992676.A.57F.html,zxc36mn7,Gossiping,18,9,4,"113 114兩校都在吵要跟陽明合併
啊如果113跟114自己合併
而且校地又相鄰
合併之後理工方面感覺會起飛
超大電機系會不會屌打台大電機
有沒有卦
"
[新聞]高教競爭不能等中山大學有意與台大談合,2018/10/09,19:41:55,https://www.ptt.cc/bbs/Gossiping/M.1539143277.A.A64.html,qweewqq,Gossiping,104,44,15,"獨／高教競爭不能等 中山大學有意與台大談合校

2018-10-10 10:42聯合報 記者馮靖惠╱即時報導

陽明大學近期通過合校決議，清華大學、交通大學競相爭取，近日中山大學也傳出有意與
台灣大學合校，以提升高教競爭力。

中山大學於上月26日行政會議上決議，有關該校與台大合校的可行性，將組成工作小組，
現階段宜優先盤點中山的資源特色、彙整校務重點後，再適時詢問台大的意向，朝合校的
相關程序進行後續作業。

中山大學副校長蔡秀芬表示，其實中山跟台大的合校，在十幾年前就討論過了，而且兩校
也已經坐下來談，雙方面都有意願，也都報教育部，但最後未獲核准。

蔡秀芬指出，中山一直有在跟高雄醫學大學進行合作上的討論，但仍限於在地性的，而且
兩校一個公立一個私立，有些法規面上一直無法突破。

「高教競爭不能等」，蔡秀芬表示，高教議題要放眼全世界，不能只聚焦區域性的討論，
因此在日前的行政會議上，討論到學校的整體發展，想大範圍地跟更多學校談緊密合作，
包括要跟哪些學校合作、合併、聯盟等等。

蔡秀芬指出，目前與台大的合校案討論，仍是在很初期的階段，只是先進行校內資源和校
務重點的「亮點」盤點，也還未跟台大談過。

台大主秘李心予則說，目前還未接獲中山要談合校的消息。
https://udn.com/news/story/7266/3413779"
[問卦]四中分別可以跟哪些學校合併?,2018/10/09,20:43:19,https://www.ptt.cc/bbs/Gossiping/M.1539146962.A.C0C.html,flower42,Gossiping,9,5,0,"若四中
中央 中山 中興 中正大學 想要與其他學校合併

會跟哪些學校阿?

中央-有點偏僻 不知道要跟誰合併

中山-好像有想跟高醫大併 但併私立很困難

中興-中教大?(清都跟竹教大合 這個可能吧

中正-？？
"
[問卦]中山站是不是要重返榮耀了？,2018/10/09,21:12:09,https://www.ptt.cc/bbs/Gossiping/M.1539148691.A.E71.html,qwqa,Gossiping,39,16,2,"現在誠品南西新開幕

一堆人潮湧入

Flipper鬆餅

還有松屋進駐新光

鬆餅 丼飯 加上原本就有的周邊美食

現在人擠人的

中山站要重返榮耀了嗎？
"
[問卦]學店花大錢找名校併校有沒有搞頭,2018/10/10,01:09:41,https://www.ptt.cc/bbs/Gossiping/M.1539162944.A.397.html,monocyte123,Gossiping,4,1,0,"反正學店大部分都私立，不乏有錢財團

跟名校談好條件，納貢大量資金爭取併校，分兩個校區，互不往來

反正學店也用不到那些資源，但學店最主要商品：花錢買文憑，大大升級。
名校也有更多資源好跟國際接軌。

雙贏局面

有沒有搞頭
"
[新聞]高教掀公公併中山大學想找台大,2018/10/10,23:59:44,https://www.ptt.cc/bbs/Gossiping/M.1539245147.A.546.html,willschlafen,Gossiping,25,16,1,"1.媒體來源:
udn 聯合新聞網

2.完整新聞標題:
高教掀公公併 中山大學想找台大

3.完整新聞內文:
受少子化影響，高教界再度展開「公公併」熱潮，陽明大學近期通過合校決議，清華、交
大競相爭取。中山大學上月廿六日行政會議通過組成工作小組，盤點學校的優勢及特色，
擬推動與包括台大等校的合校計畫等，提升競爭力。

中山大學副校長蔡秀芬說，行政會議上，討論到學校的整體未來發展，為提升競爭力，想
大範圍跟更多學校談合作，合作形式包括合校、聯盟等。與台大的合校案，仍是初步討論
，並未跟台大談過。

「高教競爭不能等」，蔡秀芬說，中山持續跟高雄醫學大學合作，但仍限於在地性，且一
個公立一個私立，若要更進一步，在法規上無法突破。台大主秘李心予則回應，還未接獲
中山要談合校的消息。

目前共有七組公校整併成功，「進行式」的學校有陽明大學，正在跟交大及清大談合併。

高教工會組織部主任林柏儀分析，從公眾利益角度來看，國立大學優先該做的是讓教育資
源能向大眾開放共享，若再只做「排他的公公併」，將只是讓教育資源排除外界師生使用
，對整體高等教育發展的進步性相當有限。

4.完整新聞連結 (或短網址):
https://goo.gl/HHKH5o
5.備註:

有117的鄉民可以說明一下現在貴校的狀況嗎
我個人認為117不至於要找別的學校合併
不過高教深耕計畫的經費竟然拿的比高科、北科、臺科還低，不知道是不是因為校務基金
短缺才有這個念頭
還是只是想搭上合併順風車刷存在感
"
[新聞]競速失控撞死3人　謝男跟警說：我中山聯,2018/10/11,06:20:36,https://www.ptt.cc/bbs/Gossiping/M.1539268000.A.46F.html,choufoun,Gossiping,491,250,121,"1.媒體來源:
蘋果日報


2.完整新聞標題:
競速失控撞死3人　謝男跟警說：我中山聯盟的



3.完整新聞內文:

北市今晚發生三死車禍，警方透露，涉嫌肇事的謝亞軒平日無業，有毒品、傷害、公共危
險等前科，謝與哥哥都隸屬「中山聯盟」成員，曾任酒店經紀工作，兄弟倆與父親等三人
都曾因案遭警方逮捕。
?
警方指出，謝嫌曾有公共危險等前科，駕照遭到吊銷，今晚屬無照駕駛，謝亞軒私下向警
方透露自己與哥哥都是中山聯盟成員，平日以酒店經紀為業，2016年12月在北市忠孝東路
五段犯下一起傷害案，另在今年5月在北市犯下酒駕公共危險案。（突發中心／台北報導
）
https://i.imgur.com/oV78Vji.jpg
4.完整新聞連結 (或短網址):
5.備註:

軒軒臉書關了
"
Re:[新聞]競速失控撞死3人　謝男跟警說：我中山聯,2018/10/11,06:27:33,https://www.ptt.cc/bbs/Gossiping/M.1539268421.A.CDB.html,sony1256,Gossiping,10,2,3,"現在中山聯盟改成
大聯盟
啦~

你亂報後~等一下大聯盟出來澄清發新聞稿怎麼辦
https://tw.appledaily.com/headline/daily/20160430/37189614/
前年發生的台北市信義區夜店殺警案，讓涉案的「中山聯盟」聲名大噪，之後在警方掃蕩
下，「中山聯盟」已經瓦解分散成小股勢力，但警方昨逮捕萬少丞後，卻發現萬與小弟都
是手機「大聯盟」的LINE群組成員，研判「中山聯盟」已易名「大聯盟」並暗中重整勢力
，將持續蒐證。

涉殺警案主謀萬少丞、曾威豪、蕭叡鴻等，原是在台北中山區圍事特種行業的竹聯幫、四
海幫外圍份子，這些人再組織中山聯盟，利用LINE社群聯絡集結，成員一度多達200多人
。
https://i.imgur.com/ywnTKuy.jpg"
[問卦]中山大學跟中山聯盟哪個好,2018/10/11,07:03:22,https://www.ptt.cc/bbs/Gossiping/M.1539270565.A.E60.html,ericayou,Gossiping,11,5,0,"中山大學

雖然不及台清交成
但好歹也是國立中字輩
學歷不算差
至少在過年親戚間不會太難看


中山聯盟

不但有好車能開
一堆妹妹在身邊屌打八卦魯蛇
出事還有海鮮團護航
砍人更不用被關
缺點以後孩子可能是罌粟小子

要是今天給鄉民抉擇
大家比較想當哪邊的？
"
[問卦]中山聯盟跟戰女陣線那個兇阿?,2018/10/11,07:06:28,https://www.ptt.cc/bbs/Gossiping/M.1539270752.A.8DF.html,ralfeistein,Gossiping,6,2,1,"中山聯盟


今天聽到的 不知道是哪來的組織

可能是中山大學的組織吧

不過聽說成員很兇


戰女陣線

八卦板的組織之一

成員都很喜歡曬老婆

有人說了自己老婆的壞話

就會變得很兇


這兩個組織感覺都蠻厲害的

到底哪一個比較兇阿?
"
[問卦]中山聯盟是什麼樣的聯盟的卦？！,2018/10/11,07:11:37,https://www.ptt.cc/bbs/Gossiping/M.1539271060.A.C2D.html,rote,Gossiping,19,6,3,"中山聯盟是什麼樣的聯盟的卦？！
這是什麼樣的聯盟
治安會有影響嗎？！
可以去打電玩大賽嗎？！
"
Re:[新聞]競速失控撞死3人　謝男跟警說：我中山聯,2018/10/11,07:13:37,https://www.ptt.cc/bbs/Gossiping/M.1539271182.A.5CC.html,orze04,Gossiping,8,2,1,"中山聯盟這個有點耳熟

就是四年前夜店殺警的那個嘛
https://tinyurl.com/jdq3g82
對一群警察說自己是中山聯盟，是想表達什麼?
話說他應該還在看守所，不能用手機吧
"
[問卦]中山聯盟會被去中山化嗎？,2018/10/11,07:16:08,https://www.ptt.cc/bbs/Gossiping/M.1539271331.A.954.html,kingfsg7326,Gossiping,12,8,0,"今天的低端人口8+9表示他是中山聯盟的

嗆出來好像很厲害

可是現在覺青推去中山化

中山聯盟會被去中山化嗎？

"
Re:[問卦]所以中山聯盟是三小？,2018/10/11,07:20:11,https://www.ptt.cc/bbs/Gossiping/M.1539271582.A.887.html,tamama000,Gossiping,2,0,0,"這肥肥宅我也不太清楚


但是我朋友最近接到一個大財團老闆的指示


要他先統一四大聯盟


但是不知道是哪四大


知道有個聯盟叫帝犬 還有火焰衝拳聯盟

其他兩個不知道是哪兩個


中山聯盟排得進去嗎


有沒有人知道???
"
[問卦]肥宅說自己中山聯盟把得到妹嗎,2018/10/11,07:22:16,https://www.ptt.cc/bbs/Gossiping/M.1539271698.A.FAC.html,a9606093,Gossiping,6,2,1,"這個聯盟好像很猛的樣子，


說自己是中山聯盟可以把到多少妹子


沒有有卦啊
"
[新聞]「你完了！中山聯盟要去找你」江湖追殺令,2018/10/11,15:54:31,https://www.ptt.cc/bbs/Gossiping/M.1539302434.A.F00.html,mandalin,Gossiping,389,224,60,"1.媒體來源:

ettoday新聞雲


2.完整新聞標題:

「你完了！中山聯盟要去找你」　江湖追殺令要找南京東飆車屁孩


3.完整新聞內文:

在台北市區飆車撞死三人，肇事的駕駛謝亞軒向警方說自己是「中山聯盟」的，這個說法
引起軒然大波，臉書社團「黑社會」po文，寫出「你完了！中山聯盟要去找你」，外界懷
疑是中山聯盟的大哥傳話，要警告謝亞軒。

據了解，謝亞軒雖然有多項前科，但其實並不是中山聯盟的成員，只是在外頭用中山聯盟
的名號走跳，但令人想不透的是，市區飆車撞死無辜三人，怎麼會又把中山聯盟拿出來，
引發紛爭。

中山聯盟一開始只是中山區酒店的小弟或是小姐經紀結合在一起，利用通訊軟體互相「支
援」，後來發生信義分局殺警案後，被警方強力掃蕩，中山聯盟轉為低調，對外改以「兄
弟會」自稱，也慢慢轉型，把酒店經紀的收入轉成股金，入股多間中山區沒有「酒牌」的
地下酒店，沒想到這一次被謝亞軒報名號，可能又會引起警方注意。


4.完整新聞連結 (或短網址):
https://www.ettoday.net/news/20181012/1279362.htm"
[問卦]警察不敢動中山聯盟嗎?,2018/10/11,15:55:14,https://www.ptt.cc/bbs/Gossiping/M.1539302477.A.A69.html,richshen,Gossiping,50,24,8,"中山聯盟在之前的夜店殺警案

整個冒出頭

應該就是一群屁孩組成的聯盟

昨天這個開車撞死人的

又自稱是中山聯盟的

是不是故意打臉警察的


整個囂張啊!

警察是不敢抓還是抓不完?

這種垃圾屁孩一天不抓完

永遠都是社會亂源


昨天這個雖然沒有酒駕

但是警察是不是應該要查看看有沒有毒駕  這種垃圾十個九個應該都是

社會在走 藥跟著走的!

這些8+9之前有社會新聞不是都義憤填膺會跑去警察局堵人

今天交保看有沒有8+9去包


阿那天看54台

也在講之前那個殺警的萬少丞 到現在居然還沒抓去關

台灣這個法治到底怎麼了? 繼續放這種人在外面作奸犯科?



台北市是不是應該要來個大掃黑了?

"
[新聞]別讓荷包瘦！中山醫大周邊人行道今起加強取締違停,2018/10/12,04:59:44,https://www.ptt.cc/bbs/Gossiping/M.1539349548.A.559.html,uvegotmail,Gossiping,11,5,1,"別讓荷包瘦！中山醫大周邊人行道今起加強取締違停
https://udn.com/news/story/7325/3417545
2018-10-12 10:46聯合報 記者陳宏睿╱即時報導

台中市南區接近中山醫學大學附設醫院的
文心南路段人行道，長期因停放機車導致行人、
或是使用輪椅就診民眾難以通行
，市府近日已完成文心南路人行道工程改善，第三警分局
從今天起，將全力執行人行道、騎樓推動無障礙示範計畫，
展開高強度、高密
度取締人行道違規停車及路霸。

台中市第三警分局表示，為兼顧執法成效及執法明確性，事前邀集市府有關單位，針對中
山醫大附近人行道現場會勘，以完善標誌標線，也已協調權責單位增設5面人行道禁止停
車標誌，從今天起除申請拖吊車協勤加強取締之外，也會協調中山醫院透過廣播方式，提
醒就診民眾切勿貪圖一時方便，而因罰單傷了荷包。

台中市第三警分局分局長陳仕諺指出，南區臨中山醫學大學附設醫院的文心南路段人行道
，為市府「無障礙示範計畫」路段，第三分局將全力以赴達成「無違停」、「無攤販」、
「無路霸」三大目標。後續第三分局除將取締與宣導雙管齊下，也會持續加強市府跨機關
合作協調。並呼籲廣大市民朋友，共同努力改善人行空間，一起打造臺中市優質人本交通
環境，與國際接軌。
https://i.imgur.com/7ojACoG.jpg
備註：全天24小時? 尖峰時間公益路併排就沒在處理了...
"
[新聞]不是中山聯盟！　謝亞軒遭起底「北聯幫」,2018/10/12,15:07:40,https://www.ptt.cc/bbs/Gossiping/M.1539386022.A.B7E.html,LIN9,Gossiping,299,169,58,"1.媒體來源:蘋果


2.完整新聞標題:不是中山聯盟！　謝亞軒遭起底「北聯幫」


3.完整新聞內文:
台北市男子謝亞軒昨(11日)下午5時許與友人黃佑呈，分別駕駛黑色及白色轎車在松山區
南京東路四段上，狂飆競速撞死3人，被逮後謝亞軒一度稱自己是「中山聯盟」但後來又
否認，不過現在遭到起底，他其實是北聯幫北山會成員。

據《東森新聞》報導，謝亞軒及黃佑呈分別來自北聯幫北山會跟竹聯幫忠堂，前幫派人士
指出，現在新生代都私下結盟，不像以前，大家都是跟著老大行動，現在反而各自為政，
所以北聯幫的謝亞軒就跟竹聯幫的黃佑呈互相幫忙、利益大家分，因此這次才會一起出現
飆車。（即時新聞中心／綜合報導）



4.完整新聞連結 (或短網址):
https://goo.gl/nA1xJc
5.備註:
被刪或自刪也算額度內
超貼者水桶"
[問卦]有沒有中山聯盟的八卦,2018/10/13,02:51:17,https://www.ptt.cc/bbs/Gossiping/M.1539428239.A.A1A.html,diezoo,Gossiping,7,2,1,"中山聯盟...


號稱最兇最惡!



""夜店殺警""


""公車專用道飆車撞死人""


""私自調用醫院類鼻疽菌(偷?)""



好像做出來的事情都沒好事~

有沒有中山聯盟的八卦?

"
[新聞]謝亞軒亂報名號　惹惱中山聯盟懸賞百萬斷,2018/10/13,04:51:16,https://www.ptt.cc/bbs/Gossiping/M.1539435439.A.EDF.html,JAL96,Gossiping,68,39,11,"新聞來源：蘋果

新聞標題：謝亞軒亂報名號　惹惱中山聯盟懸賞百萬斷手

新聞內容：
遭到法院羈押的謝亞軒遭人起底根本不是什麼中山聯盟成員，其實他是北聯幫北山會一員
。

據《壹電視》報導，大批小姐一字排開，等待唱名盤檢，酒客也不敢輕舉妄動，中山分局
12號深夜大動作臨檢酒店，表面上是為了選前打擊幫派，但是似乎跟在南京東路上撞死3
人的無照駕駛謝亞軒脫不了關係，因為他曾口出狂言，自稱是中山聯盟，雖然事後改口，
但被人起底是北聯幫北山會一員。

21歲的謝亞軒，其實中學時曾犯下吸毒以及殺人未遂，被移送收容兩年，但是至今毫無悔
過，今年1月與人發生行車糾紛，逆向攔車把人團團包圍，仗著人多把被害駕駛痛毆一頓
，如今闖禍亂報名號，傳出惹惱中山聯盟，私下揚言懸賞百萬，要謝亞軒的一隻手。

而且網路上也出現謝亞軒屁孩護航團，嗆聲「希望下個撞到你，你們這些敗類網路英雄死
不完。」但是網友一表示要約輸贏，護航團就立刻下線改照片躲遠遠。（即時新聞中心／
綜合報導）

新聞網址：
https://goo.gl/qqx8kf"
[問卦]北聯幫很丟臉嗎？為什麼要報中山聯盟？,2018/10/13,07:22:18,https://www.ptt.cc/bbs/Gossiping/M.1539444501.A.26B.html,THEHELY,Gossiping,13,7,2,"如題
我不懂幫派啦！
不過自己幫派不報 報別人幫派是.....
要陷害別人...
還是....
自己所屬的幫派報上名來會很丟臉
有掛嗎？

話說聽說中山聯盟要找上他了
中山聯盟都放話要抓北聯幫的人了
北聯幫要開始切割了嗎？
還是....打不贏任牠欺負？
黑道也有正義 笑死人...
"
[問卦]要如何加入中山聯盟？,2018/10/13,21:10:07,https://www.ptt.cc/bbs/Gossiping/M.1539494169.A.50B.html,pool220,Gossiping,16,5,2,"大家好
小弟看到中山聯盟的又帥又強 妹又多幹不膩 也想加入稱30歲前煞氣一下
先說說自己背景：
28歲，全身乾淨沒刺青，履歷乾淨 沒前科， 不吸毒不抽菸偶爾應酬喝酒，個性保守怕事
，連打架都沒打過   這樣有機會面試上嗎？
有沒有人有門路介紹介紹？
求內推
"
[問卦]C洽板跟八卦板合併要叫做什麼板?,2018/10/14,01:51:59,https://www.ptt.cc/bbs/Gossiping/M.1539511083.A.730.html,lovesaber,Gossiping,30,16,3,"這兩個板共同性太高

為什麼不合板啊?

如果站方要合併

大家覺得要怎麼取名啊

C掛板 八洽板 肥宅板 台男板 臭板

嘔嘔板?



"
[新聞]謝亞軒害的？警連日臨檢　中山區酒店「0,2018/10/15,05:07:27,https://www.ptt.cc/bbs/Gossiping/M.1539609211.A.DE2.html,sofaly,Gossiping,161,91,9,"TVBS

謝亞軒害的？警連日臨檢　中山區酒店「0收入」慘爆

謝亞軒飆速撞死3人，一開始曾謊稱自己是「中山聯盟」成員。巧合的是，北市警方日前
規劃連7天大規模掃蕩行動，讓中山區酒店業者受到波及，忍不住苦嘆「警方接棒輪流臨
檢，一天來好幾次，酒客都不來了，已經好幾天完全沒收入」。

警方昨(12日)在中山分局集結百名警力，針對林森北路周遭的酒店及娛樂場所進行掃蕩，
臨檢期間並無發現不法，僅對酒客進行行為勸導，避免酒過三巡後有滋事狀況發生。

據《三立》報導，中山區酒店經紀Jerry(化名)表示，「一下警察分局來掃，一下保安的
來掃，一下派出所的來掃，我們根本就沒有辦法做生意，就只能休息啊，沒有收入就只能
休息」。就台北市而言，中山區酒店一向是龍頭，以往業績好一天可以入帳10萬，現在都
是0，更傳出酒店小姐沒飯吃，可能轉往信義區或東區酒店上班。

Jerry痛批，「他(謝亞軒)沒事講什麼中山聯盟，中山聯盟早就不存在啦，他講中山聯盟
幹什麼，中山聯盟跟我們有什麼關係，我們只是在中山區的酒店而已，我們不是中山聯盟
的人，我們是最倒楣的，莫名其妙被捲入」。

北市警局表示，將鎖定黑幫組織圍事、經營等活動及易滋事場所，以區塊封鎖方式，利用
巡邏、臨檢、路檢和攔檢等攻勢勤務，實施高強度掃蕩。基層員警直言，「要維持社會安
全不能只靠警察，在欠缺法治教育、家庭功能失衡下，觀念偏差的屁孩，視人命如草芥的
行徑，就像是不定時炸彈，令民眾惶惶不安，贊成司法以重罪將犯罪者繩之以法，而高層
也應重新思考治安策略，避免憾事一再發生」。
https://news.tvbs.com.tw/local/1009399
小姐 小姐 你的絲襪破了
https://i.imgur.com/RNDOEGb.jpg"
"[新聞]黑潮發電取代核能!中山大學團隊""世界第一",2018/10/17,16:33:21,https://www.ptt.cc/bbs/Gossiping/M.1539823164.A.D88.html,farmer,Gossiping,42,11,17,"記者陳俊廷/高雄報導 2016-08-31 20:13
https://i.imgur.com/RCckU4n.jpg
http://www.peoplenews.tw/news/fb9e9dcc-261d-4e10-b6c7-a67443976233
中山大學行政副校長、海洋環境及工程學系教授陳陽益主持的利用黑潮發電計畫經過長
達七年以上的反覆嚴密測試，今宣告成功！(記者陳俊廷攝)

中山大學副校長陳陽益帶領的研究團隊投入「黑潮發電計畫」，歷經7年測試，今年7月底
終於在屏東鵝鑾鼻海域實測成功！陳陽益說，只要從南到北設置3到4座深海洋流發電機組
，就能取代目前國內的3座核能電廠供電量，即每天約400萬度電力。這些計畫並已向行政
院長林全報告，他向林院長建議在2024年建置第一個發電機組，
此計畫所有研發技術、施工都是MIT（Made in Taiwan，台灣製），還創下三項世界第一
，包括完成世界第一座深海洋流能測試系統、在黑潮主流得到在1.27m/sec的流速下，其
發電功率為26.31kW，洋流發電技術獨步全球，並以深海洋流能測試系統掛載低轉速洋流
能渦輪機，成功於0.45m/sec的低流速下啟動發電機，並連續運轉達六十小時，為成功利
用黑潮擷取能量的世界首例。

國立中山大學行政副校長、海洋環境及工程學系教授陳陽益主持的利用黑潮發電計畫經過
長達七年以上的反覆嚴密測試，終於宣告成功！中山大學今8月31日（二）進行研究成果
發表，研發團隊包含成功大學水工試驗所研究員許弘莒、國家實驗研究院台灣海洋科技研
究中心副研究員楊益、中山大學海洋環境及工程學系副教授薛憲文、
及萬機鋼鐵工業公司董事長白俊彥等產學界人士組成。


對於此項重大研發成果，中山大學校長鄭英耀欣喜肯定，他表示，中山的海洋領域研究成
果表現亮眼，海洋化學領域的研究成果與在海洋天然物方面之研究實力更已達國際級水準
，將積極推動校內跨領域團隊整合，以展現中山大學在海洋方面的國際影響力。

陳陽益研究團隊去年3月先在小琉球進行模擬黑潮流速的船拖測試，以工作船拖曳洋流能
發電機組產生相對流速，結果證實在每秒1.43公尺的流速下，平均發電量為32.57千瓦。
今年7月中山、成大與慶富造船團隊在屏東縣東南方海域離岸18海浬、水深900公尺處建置
洋流能測試系統，成功完成發電測試。

研究團隊之一的萬機鋼鐵工業公司表示，該公司研發的50千瓦低轉速洋流渦輪機，包括可
耐海水鹽分的鋼材葉片，低轉速水下發電機等，即使遇到颱風來襲，發電機組得降至水深
1千公尺處，只要洋流流速達到每秒0.5公尺，仍可啟動發電機組，相當適應台灣海域表面
的洋流環境。

陳陽益說，因洋流發電機組經過7年反覆測試，平均一座造價上億元，就發電成本計算，
一度價格在3至5元間，就永續經營的角度來說，是相對便宜又環保的發電模式。下一步將
在屏東到宜蘭沿線展開流速、海底地質地形調查，以劃設出適合穩定架設發電系統的範圍
。
反核人仕終究會獲勝，賺大錢的"
